,Unnamed: 0,en,cn,ar,pos,cn_split
2277,2278,What's the fare for an economy class ticket?,经济舱的票价是多少?,,sent,经济舱 的 票价 是 多少 ?
2278,2279,What's the fare to * for the economy class?,去*的经济舱机票多少钱?,,vp,去 * 的 经济舱 机票 多少 钱 ?
2279,2280,What's the gate number?,在几号门?,,sent,在 几号 门 ?
2280,2281,What's the price?,房间的价格是多少?,,sent,房间 的 价格 是 多少 ?
2281,2282,What's the rate for a standard room?,标准房间多少钱?,,sent,标准 房间 多少 钱 ?
2282,2283,"What's the rate, please?",请问房费是多少?,,sent,请问 房费 是 多少 ?
2283,2284,What's up?,干嘛?,,sent,干嘛 ?
2284,2285,What's wrong with you?,你怎么了?,,sent,你 怎么 了 ?
2285,2286,What's your flight number?,你的班机号是什么?,,sent,你 的 班机 号 是 什么 ?
2286,2287,What's your job?,你的工作是什么?,,sent,你 的 工作 是 什么 ?
2287,2288,"What's your name, please?",请问你叫什么名字?,,sent,请问 你 叫 什么 名字 ?
2288,2289,What's your telephone number?,你的电话号码是多少?,,sent,你 的 电话号码 是 多少 ?
2289,2290,When am I supposed to check in?,我应该什么时候检票呢?,,sent,我 应该 什么 时候 检票 呢 ?
2290,2291,When are you leaving?,您何时出发?,,sent,您 何时 出发 ?
2291,2292,When can I start to check in?,我什么时候开始办理登机手续?,,sent,我 什么 时候 开始 办理 登机 手续 ?
2292,2293,When can I use my electronic devices?,我什么时候才能使用电子设备?,,sent,我 什么 时候 才能 使用 电子设备 ?
2293,2294,When do I have to check out?,何时要退房？,متى يجب علي تسجيل الخروج؟,sent,何时 要 退房 ？
2294,2295,When do you start to serve dinner?,请问晚餐几点开始供应?,,sent,请问 晚餐 几点 开始 供应 ?
2295,2296,When does the bus for * leave?,去*的公车什么时候离开？,متى تنطلق الحافلة المتجه إلى*؟,vp,去 * 的 公车 什么 时候 离开 ？
2296,2297,When does the * close?,*什么时候打烊呢？,,vp,* 什么 时候 打烊 呢 ？
2297,2298,When does the train for * leave?,去*的火车什么时候离开？,متى ينطلق القطار المتجه إلى*؟,vp,去 * 的 火车 什么 时候 离开 ？
2298,2299,When does your flight land?,飞机什么时候着陆?,,sent,飞机 什么 时候 着陆 ?
2299,2300,When is closing time?,几点关门？,ما هو توقيت الإغلاق؟,sent,几点 关门 ？
2300,2301,When is opening time?,几点开门？,ما هو توقيت الافتتاح؟,sent,几点 开门 ？
2301,2302,When is the boarding time?,什么时候登机呢?,,sent,什么 时候 登机 呢 ?
2302,2303,When is the plane due?,飞机什么时候着陆?,,sent,飞机 什么 时候 着陆 ?
2303,2304,When shall I come to pick up the ticket?,我什么时候来取票?,,sent,我 什么 时候 来 取票 ?
2304,2305,When will the connecting flight take off?,衔接的航班什么时候起飞?,,sent,衔接 的 航班 什么 时候 起飞 ?
2305,2306,"When You Talk, We Listen.",我们随时倾听您的意见。,,sent,我们 随时 倾听 您 的 意见 。
2306,2307,When?,什么时候？,متى؟,sent,什么 时候 ？
2307,2308,Where are our dishes?,我们的菜在那儿呢?,,sent,我们 的 菜 在 那儿 呢 ?
2308,2309,Where are the dairy products?,乳制品在哪儿?,,sent,乳制品 在 哪儿 ?
2309,2310,Where are the shopping baskets?,购物篮在哪里?,,sent,购物篮 在 哪里 ?
2310,2311,Where are you from?,你从哪里来的？,من أين أنت؟,sent,你 从 哪里 来 的 ？
2311,2312,Where are you taking me?,你带我去哪里？,إلى أين أنت آخذني؟,sent,你 带我去 哪里 ？
2312,2313,Where can I find *?,哪里有*?,أين يمكنني أن أجد؟,vp,哪里 有 * ?
2313,2314,Where can I find a baggage trolley?,哪里有行李推车。,,sent,哪里 有 行李 推车 。
2314,2315,Where can I find the diary products?,乳制品在哪儿?,,sent,乳制品 在 哪儿 ?
2315,2316,Where can I get a baggage trolley?,我在哪儿能得到行李车?,,sent,我 在 哪儿 能 得到 行李车 ?
2316,2317,Where can I get a traveler's check changed?,我在哪里可以兑换这个旅行支票？,أين يمكنني أن أصرّف شيك سياحي؟,sent,我 在 哪里 可以 兑换 这个 旅行支票 ？
2317,2318,Where can I get money changed?,我要在哪里换钱？,أين يمكنني أن أصرّف بعض المال؟,sent,我要 在 哪里 换钱 ？
2318,2319,Where can I put my baggage?,我的行李放哪儿呢?,,sent,我 的 行李 放 哪儿 呢 ?
2319,2320,Where do I board the plane?,我在哪儿登机?,,sent,我 在 哪儿 登机 ?
2320,2321,Where do I go to catch my connecting flight?,我要去哪里赶衔接的航班?,,sent,我要 去 哪里 赶 衔接 的 航班 ?
2321,2322,Where do I pick up the ticket?,我去什么地方拿机票?,,sent,我 去 什么 地方 拿 机票 ?
2322,2323,Where do we get tickets?,哪里买车票？,أين يمكننا أن نحصل على تذاكر؟,sent,哪里 买 车票 ？
2323,2324,Where do you work?,你在哪里工作?,,sent,你 在 哪里 工作 ?
2324,2325,Where does it hurt?,哪里痛？,أين يؤلمك؟,sent,哪里 痛 ？
2325,2326,Where does this bus go?,这辆巴士去哪里？,أين تذهب هذه الحافلة؟,sent,这辆 巴士 去 哪里 ？
2326,2327,Where does this train go?,这列火车去哪里？,أين يذهب هذا القطار؟,sent,这列 火车 去 哪里 ？
2327,2328,Where is an ATM?,提款机在哪里？,أين توجد آلة الصرف الآلي؟,sent,提款机 在 哪里 ？
2328,2329,Where is it on the map?,在地图上的哪里？,أين تقع على الخريطة؟,sent,在 地图 上 的 哪里 ？
2329,2330,Where is my seat?,我的座位在哪儿?,,sent,我 的 座位 在 哪儿 ?
2330,2331,Where is seat *?,*号座位在哪儿?,,vp,* 号 座位 在 哪儿 ?
2331,2332,Where is the * Airlines transfer desk?,*航的转机柜台在哪里?,,vp,* 航的 转机 柜台 在 哪里 ?
2332,2333,Where is the *?,*在哪里？,أين ال*؟,vp,* 在 哪里 ？
2333,2334,Where is the baggage claim area?,行李领取处在哪儿?,,sent,行李 领取 处在 哪儿 ?
2334,2335,Where is the bathroom?,洗手间在哪里？,أين الحمام؟,sent,洗手间 在 哪里 ？
2335,2336,Where is the boarding gate for this flight?,这班飞机的登机口在哪儿?,,sent,这班 飞机 的 登机口 在 哪儿 ?
2336,2337,Where is the bus to *?,到*的巴士在哪？,أين الحافلة المتجهة إلى *؟,vp,到 * 的 巴士 在 哪 ？
2337,2338,Where is the check-in counter for * Airlines?,请问*航空公司办理登机手续的柜台在哪里?,,vp,请问 * 航空公司 办理 登机 手续 的 柜台 在 哪里 ?
2338,2339,Where is the fruit and vegetable section?,水果蔬菜区在哪里?,,sent,水果 蔬菜 区 在 哪里 ?
2339,2340,Where is the gate?,登机口在哪儿?,,sent,登机口 在 哪儿 ?
2340,2341,Where is the lavatory?,请问洗手间在哪里?,,sent,请问 洗手间 在 哪里 ?
2341,2342,Where is the toilet?,厕所在哪里？,أين الحمام؟,sent,厕所 在 哪里 ？
2342,2343,Where is the train to *?,到*的火车在哪？,أن القطار المتجه إلى *؟,vp,到 * 的 火车 在 哪 ？
2343,2344,Where is the transfer desk?,转机柜台在哪儿?,,sent,转机 柜台 在 哪儿 ?
2344,2345,Where would you like to go for dinner?,你想在哪儿吃饭呢?,,sent,你 想 在 哪儿 吃饭 呢 ?
2345,2346,Where would you prefer to sit?,你喜欢坐在哪里?,,sent,你 喜欢 坐在 哪里 ?
2346,2347,Where?,哪里？,اين؟,sent,哪里 ？
2347,2348,Where's the meat counter?,肉柜台在哪里?,,sent,肉 柜台 在 哪里 ?
2348,2349,Which aisle are the canned goods at?,罐头产品在哪条通道?,,sent,罐头 产品 在 哪条 通道 ?
2349,2350,Which date would you that be?,要订在哪个日期?,,sent,要订 在 哪个 日期 ?
2350,2351,Which direction?,哪个方向？,بأي اتجاه؟,sent,哪个 方向 ？
2351,2352,Which is the movie channel?,哪个是电影频道?,,sent,哪个 是 电影频道 ?
2352,2353,Which restaurant do you recommend?,你推荐哪家餐厅呢?,,sent,你 推荐 哪家 餐厅 呢 ?
2353,2354,Which station are we at?,我们在哪一站？,نحن في أي محطة؟,sent,我们 在 哪 一站 ？
2354,2355,"Which would you like for dinner, beef, chicken or fish?",晚餐想吃牛肉、鸡肉还是鱼?,,sent,晚餐 想 吃 牛肉 、 鸡肉 还是 鱼 ?
2355,2356,"Which would you prefer, first class or economy?",你喜欢哪种，头等舱还是经济舱?,,sent,你 喜欢 哪 种 ， 头等舱 还是 经济舱 ?
2356,2357,Whirlpool,热水漩涡池,,sent,热水 漩涡 池
2357,2358,whiskey,威士忌,شراب الويسكي,np,威士忌
2358,2359,white,白色,أبيض,adj,白色
2359,2360,white wine,白酒,نبيذ أبيض,np,白酒
2360,2361,Who?,谁？,من؟,sent,谁 ？
2361,2362,Why do you like coffee shop?,你为什么喜欢咖啡店?,,sent,你 为什么 喜欢 咖啡店 ?
2362,2363,Why does this happen to me when I am on the plane? I feel bad.,为什么在飞机上会有这种感觉? 我感觉很难受。,,sent,为什么 在 飞机 上会 有 这种 感觉 ?   我 感觉 很 难受 。
2363,2364,Why don't you wrap his steak up?,你为什么不打包他的牛排?,,sent,你 为什么 不 打包 他 的 牛排 ?
2364,2365,Why is it taking so long for the food to arrive?,为什么上餐要这么久?,,sent,为什么 上餐 要 这么久 ?
2365,2366,Why is it taking so long?,为什么会这么久?,,sent,为什么 会 这么久 ?
2366,2367,Why?,为什么？,لماذا؟,sent,为什么 ？
2367,2368,wife,妻子,,np,妻子
2368,2369,Wifi Is Available In Public Area In The Hotel.,在酒店的公共场所可以登陆无线英特网。,,sent,在 酒店 的 公共场所 可以 登陆 无线 英特网 。
2369,2370,Will there be any change in your room type? Your reservation is for a twin room.,您需要变化你的房间类型吗？你预定的是一间双人床的。,,sent,您 需要 变化 你 的 房间 类型 吗 ？ 你 预定 的 是 一间 双人床 的 。
2370,2371,Will this be a one-way trip?,您要单程票吗?,,sent,您 要 单程票 吗 ?
2371,2372,Will this table be all right?,这张桌行吗?,,sent,这张 桌行 吗 ?
2372,2373,Will you give me some discount on tickets?,机票能给我折扣吗?,,sent,机票 能 给 我 折扣 吗 ?
2373,2374,Will you please put your suitcase and that box on the belt?,请把你的手提箱和那个盒子放在传送带上好吗?,,sent,请 把 你 的 手提箱 和 那个 盒子 放在 传送带 上 好 吗 ?
2374,2375,Windsor,温莎,ويندسور,np,温莎
2375,2376,wineglass,酒杯,,np,酒杯
2376,2377,Winnipeg,温尼伯,وينيبيغ,np,温尼伯
2377,2378,wipe your shoes and boots,请擦去鞋上的泥土,,np,请 擦 去 鞋 上 的 泥土
2378,2379,women,女人,نساء,np,女人
2379,2380,women's bathroom,女厕,,np,女厕
2380,2381,work,工作,عمل,np,工作
2381,2382,work experience,工作经历,,np,工作 经历
2382,2383,worker,工人,,np,工人
2383,2384,Would it be possible for us to trade seats?,我们可以交换座位吗?,,sent,我们 可以 交换 座位 吗 ?
2384,2385,Would you like a cup of tea or coffee?,要茶还是咖啡呢?,,sent,要 茶 还是 咖啡 呢 ?
2385,2386,Would you like a high chair for your baby?,您想要一个高脚椅给婴儿吗?,,sent,您 想要 一个 高脚 椅给 婴儿 吗 ?
2386,2387,Would you like me to bring a baby chair?,您需要我拿个婴儿椅吗?,,sent,您 需要 我拿个 婴儿 椅 吗 ?
2387,2388,Would you like some cream in your coffee?,你的咖啡要加点奶油吗?,,sent,你 的 咖啡 要 加点 奶油 吗 ?
2388,2389,Would you like some tea or coffee?,喝茶还是喝咖啡？,,sent,喝茶 还是 喝咖啡 ？
2389,2390,Would you like the smoking or non-smoking section?,您喜欢吸烟区还是非吸烟区?,,sent,您 喜欢 吸烟区 还 是非 吸烟区 ?
2390,2391,Would you mind hurrying?,你们能快点吗?,,sent,你们 能 快点 吗 ?
2391,2392,Would you mind waiting until one is free?,您介意等一下空出桌子吗?,,sent,您 介意 等 一下 空 出 桌子 吗 ?
2392,2393,Would you please bring me a knife and fork?,能给我拿副刀叉吗?,,sent,能 给 我 拿 副 刀叉 吗 ?
2393,2394,Would you please help me to get my boarding pass?,可以帮我换登机牌吗?,,sent,可以 帮 我 换 登机牌 吗 ?
2394,2395,Would you please make my reservation to * for tomorrow?,请帮我预订明天去*的机票好吗?,,vp,请 帮 我 预订 明天 去 * 的 机票 好 吗 ?
2395,2396,Would you please serve a little quicker?,能上菜快点吗?,,sent,能 上菜 快点 吗 ?
2396,2397,Would you please show me your ticket and boarding pass?,请出示一下你的机票和登机牌好吗?,,sent,请 出示 一下 你 的 机票 和 登机牌 好 吗 ?
2397,2398,"Would you please tell me your name, telephone and ID number?",能告诉我你的名字、手机号和身份证号码吗?,,sent,能 告诉 我 你 的 名字 、 手机号 和 身份证 号码 吗 ?
2398,2399,Would you prefer a window seat or an aisle seat?,你想要一个靠窗的位子，还是靠过道的?,,sent,你 想要 一个 靠窗 的 位子 ， 还是 靠 过 道 的 ?
2399,2400,Would you prefer sitting inside or outside?,您比较喜欢做里面还是外面?,,sent,您 比较 喜欢 做 里面 还是 外面 ?
2400,2401,Would you take a seat over there and I will call you when a table is free?,您能在那边的座位上等一下，当有空桌时我会通知您好吗?,,sent,您 能 在 那边 的 座位 上 等 一下 ， 当 有空 桌时 我会 通知 您好 吗 ?
2401,2402,"Wrap the steak up for him, so he'll take it with.",打包这份牛排，他要带走。,,sent,打包 这份 牛排 ， 他 要 带走 。
2402,2403,wrist,手腕,معصم,np,手腕
2403,2404,writing paper,纸,ورق للكتابة,np,纸
2404,2405,Wuhan,武汉,ووهان,np,武汉
2405,2406,Yangon,仰光,يانجون,np,仰光
2406,2407,Yeah.,是的。,نعم.,vp,是 的 。
2407,2408,year,年,,np,年
2408,2409,yellow,黄色,أصفر,adj,黄色
2409,2410,Yemen,也门,اليمن,np,也门
2410,2411,"Yes, I'll check to see if there's any space left.",好，我查查看还有没有剩余位置。,,sent,好 ， 我查 查看 还有 没有 剩余 位置 。
2411,2412,"Yes, please.",是，谢谢,نعم من فضلك,sent,是 ， 谢谢
2412,2413,"Yes, sir. How can I help you?",来了，先生。有什么需要帮忙的?,,sent,来 了 ， 先生 。 有 什么 需要 帮忙 的 ?
2413,2414,"Yes, there is.",有的。,,sent,有 的 。
2414,2415,"Yes, we do. They're right in front of you.",有的，就在你面前。,,sent,有 的 ， 就 在 你 面前 。
2415,2416,Yes.,是,نعم.,sent,是
2416,2417,yesterday,昨天,البارحة,np,昨天
2417,2418,yield,让路,ينتج,vp,让路
2418,2419,you,你,أنت,np,你
2419,2420,you (p),你们,أنتم,np,你们
2420,2421,You are welcome. Please press the button when you need any help.,不客气。如果需要什么帮助，请按按钮。,,sent,不 客气 。 如果 需要 什么 帮助 ， 请 按 按钮 。
2421,2422,You can also turn down the air-conditioner.,你还可以调小空调。,,sent,你 还 可以 调小 空调 。
2422,2423,You can either take out something or pay the excess baggage charge.,您可以把一些东西拿出来，或者付行李超重费。,,sent,您 可以 把 一些 东西 拿 出来 ， 或者 付 行李 超重 费 。
2423,2424,You can go to the flight connection counter.,您可以去转机柜台。,,sent,您 可以 去 转机 柜台 。
