,en,cn,ar,pos
2494,Malay,马来语,لغة الملايو,adj
2495,Malaysian,马来西亚,الماليزية,adj
2496,meanwhile *,同时*,وفى الوقت نفسه *,conj
2497,Mexican,墨西哥人,المكسيكي,adj
2498,Moroccan,摩洛哥,مغربي,adj
2499,neither nor,既不也不,لا هذا ولا ذاك,conj
2500,New Zealander,新西兰人,نيوزيلندي,adj
2501,Nicaraguan,尼加拉瓜,نيكاراغوا,adj
2502,Norwegian,挪威,النرويجية,adj
2503,not only * but also *,不仅*而且*,ليس فقط * ولكن أيضا *,conj
2504,now that *,现在 *,الآن هذا *,conj
2505,on the other hand *,另一方面 *,من ناحية أخرى *,conj
2506,once *,一次*,ذات مرة *,conj
2507,or *,要么 *,أو *,conj
2508,otherwise *,除此以外 *,غير ذلك *,conj
2509,Panamanian,巴拿马人,بنمي,adj
2510,Paraguayan,巴拉圭,باراغواي,adj
2511,Persian,波斯语,اللغة الفارسية,adj
2512,Peruvian,秘鲁,بيرو,adj
2513,Polish,抛光,البولندي,adj
2514,Portuguese,葡萄牙语,البرتغالية,adj
2515,Puerto Rican,波多黎各人,بورتوريكو,adj
2516,Romanian,罗马尼亚,روماني,adj
2517,Russian,俄国的,الروسية,adj
2518,Salvadorian,萨尔瓦多,السلفادورية,adj
2519,Saudi,沙特的,سعودي,adj
2520,Scottish,苏格兰的,الاسكتلندي,adj
2521,since *,自*,منذ *,conj
2522,so *,所以*,وبالتالي *,conj
2523,so that *,以便 *,لهذا السبب *,conj
2524,Spanish language,西班牙语,اللغة الإسبانية,adj
2525,Spanish,西班牙的,الإسبانية,adj
2526,still *,仍然*,ما يزال *,conj
2527,Swahili,斯瓦希里,السواحلية,adj
2528,Swedish,瑞典的,السويدية,adj
2529,Swiss,瑞士人,سويسري,adj
2530,Tagalog,他加禄语,التغالوغ,adj
2531,Taiwanese,台湾的,تايوانية,adj
2532,Tajik,塔吉克,الطاجيكية,adj
2533,Thai,泰国的,التايلاندية,adj
2534,though *,尽管*,على أية حال *,conj
2535,thus *,因此*,هكذا *,conj
2536,Turkish,土耳其的,اللغة التركية,adj
2537,Ukrainian,乌克兰人,الأوكراني,adj
2538,unless *,除非*,ما لم *,conj
2539,until *,直到 *,حتى *,conj
2540,Uruguayan,乌拉圭人,أوروجواي,adj
2541,us,我们,لنا,adj
2542,U.S.,美国,الولايات المتحدة,np
2543,Venezuelan,委内瑞拉的,فنزويلا,adj
2544,Vietnamese,越南的,الفيتنامية,adj
2545,Welsh,威尔士语,تهرب من دفع الرهان,adj
2546,wherever,哪里,أينما,conj
2547,whether *,是否*,سواء *,conj
2548,while *,而*,في حين *,conj
2549,yet *,然而*,بعد *,conj
2550,supermarket,超级市场,سوبر ماركت,np
2551,store,商店,متجر,np
2552,convenience store,便利店,محل بقالة,np
2553,department store,百货商店,قسم التخزين,np
2554,grocery store,杂货店,بقالة,np
2555,Is there *?,有*吗？,هل هناك *؟,vp
2556,What's the cheapest option?,最便宜的选项是什么？,ما هو الخيار الأرخص؟,sent
2557,Do you have a price limit?,有预算吗？,هل لديك حد للسعر؟,sent
2558,limit,上限,حد,np
2559,budget,预算,,np
2560,The price is *.,价钱是*。,السعر هو *.,vp
2561,How would you like to pay?,您要如何结账？,,sent
2562,Standard room,标准间,غرفة عادية,np
2563,Triple room,三人房,غرفة ثلاثية,np
2564,Double room,双人房,غرفة مزدوجة,np
2565,This room costs *.,这间客房收费*。,تكاليف هذه الغرفة *.,vp
2566,Extra bed,加床,سريرإضافي,np
2567,Sofa,沙发,كنبة,np
2568,The hotel is close to *.,酒店靠近*。,الفندق قريب من *.,vp
2569,Check-out is *.,退房是*。,تسجيل المغادرة هو *.,vp
2570,Check-in is *.,入住是*。,تسجيل الوصول هو *.,vp
2571,late check-out,延迟退房,تحقق متأخر,np
2572,early check-in,提前入住,حجز مبكر,np
2573,What time do you arrive?,你什么时候到？,في أي وقت ستصل؟,sent
2574,room service,客房服务,خدمة الغرف,np
2575,room cleaning,房间打扫,تنظيف الغرفة,np
2576,Where is breakfast?,早餐在哪里？,أين الإفطار؟,sent
2577,Is there a room for * people?,有*人的房间吗？,هل هناك مجال*  للناس؟,vp
2578,Are tax and service fees included?,是否包含税和服务费？,هل الضرائب ورسوم الخدمات مشمولة؟,sent
2579,Is cancellation free of charge?,免费取消吗？,هل الإلغاء مجاني؟,sent
2580,Is * allowed?,被允许？,هل مسموح به؟,vp
2581,* is not allowed.,* 不允许。,* غير مسموح.,vp
2582,pets,宠物,الحيوانات الأليفة,np
2583,drinking,喝,الشرب,np
2584,smoking,抽烟,تدخين,np
2585,cancellation,消除,إلغاء,np
2586,sharing,分享,مشاركة,np
2587,heating,加热,تدفئة,np
2588,Is there a *?,有没有 *？,هل يوجد *؟,vp
2589,elevator,电梯,مصعد,np
2590,friends,朋友,اصحاب,np
2591,business trip,出差,رحلة عمل,np
2592,This is for *.,这是*。,هذا ل *.,vp
2593,This room is good for *.,这个房间很适合*。,هذه الغرفة جيدة لـ *.,vp
2594,What is the purpose of your trip?,你的旅行目的是什么？,ما الغاية من رحلتك؟,sent
2595,travel,旅行,السفر,np
2596,tourism,旅游,سياحة,np
2597,sightseeing,观光,معالم المدينة,np
2598,visiting family,探望家人,الزيارات العائلية,np
2599,We have great reviews.,我们有很好的评论。,لدينا ملاحظات كبيرة.,sent
2600,sea view,海景,اطلالة البحر,np
2601,city view,城市景观,اطلالة المدينة,np
2602,nice view,美景,منظر جميل,np
2603,meat,肉,لحم,np
2604,My home is *.,我的家是*。,بيتي هو *.,vp
2605,It is *'s birthday tomorrow.,明天是*的生日。,هو عيد ميلاد * غدا.,vp
2606,bacon,培根,لحم خنزير مقدد,np
2607,cooked meat,熟肉制品,لحم مطبوخ,np
2608,duck,鸭,بطة,np
2609,kidneys,肾脏,كلاوي,np
2610,lamb,羊肉,عدس,np
2611,liver,肝,كبد,np
2612,minced beef,碎牛肉,لحم البقر المفروم,np
2613,paté,快乐渔夫,باتى,np
2614,salami,萨拉米,شرائح لحم,np
2615,sausages,香肠,السجق,np
2616,sausage roll,香肠卷,لفائف السجق,np
2617,turkey,火鸡,ديك رومي,np
2618,veal,小牛肉,لحم العجل,np
2619,Fruit,水果,فاكهة,np
2620,apricot,杏,مشمش,np
2621,blackberry,黑莓,بلاك بيري,np
2622,blackcurrant,黑醋栗,عنب الثعلب شجرة,np
2623,blueberry,蓝莓,توت بري,np
2624,cherry,樱桃,كرز,np
2625,coconut,椰子,جوزة الهند,np
2626,fig,图,تين,np
2627,gooseberry,醋栗,عنب الثعلب,np
2628,grape,葡萄,عنب,np
2629,grapefruit,葡萄柚,جريب فروت,np
2630,kiwi fruit,奇异果,فاكهة الكيوي,np
2631,lime,青柠,جير,np
2632,melon,瓜,شمام,np
2633,peach,桃子,خوخ,np
2634,pear,梨,كمثرى,np
2635,pineapple,菠萝,أناناس,np
2636,plum,李子,وظيفة محترمة,np
2637,pomegranate,石榴,رمان,np
2638,raspberry,覆盆子,توت العُليق,np
2639,redcurrant,红醋栗,كشمش أحمر,np
2640,rhubarb,大黄,راوند,np
2641,strawberry,草莓,الفراولة,np
2642,bananas,香蕉,موز,np
2643,grapes,葡萄,عنب,np
2644,anchovy,凤尾鱼,أنشوفة سمكة,np
2645,cod,鳕鱼,سمك القد,np
2646,haddock,黑线鳕,الحدوق,np
2647,herring,鲱鱼,سمك مملح,np
2648,mackerel,鲭鱼,سمك الأسقمري البحري,np
2649,pilchard,非鱼类,سمك الرنكة,np
2650,salmon,三文鱼,سمك السالمون,np
2651,sardine,沙丁鱼,سمك السردين,np
2652,smoked salmon,烟熏三文鱼,سلمون مدخن,np
2653,sole,唯一,باطن القدم,np
2654,trout,鳟鱼,سمك السلمون المرقط,np
2655,tuna,金枪鱼,تونة,np
2656,Vegetables,蔬菜,خضروات,np
2657,artichoke,朝鲜蓟,خرشوف,np
2658,asparagus,芦笋,نبات الهليون,np
2659,aubergine,茄子,باذنجان,np
2660,avocado,鳄梨,أفوكادو,np
2661,beansprouts,豆芽,beansprouts,np
2662,beetroot,红菜头,جذور الشمندر,np
2663,broad beans,蚕豆,الفول,np
2664,broccoli,西兰花,بروكلي,np
2665,Brussels sprouts,抱子甘蓝,كرة قدم,np
2666,cabbage,卷心菜,الكرنب,np
2667,carrot,胡萝卜,جزرة,np
2668,cauliflower,菜花,قرنبيط,np
2669,celery,芹菜,كرفس,np
2670,chilli,辣椒,الفلفل الحار,np
2671,courgette,胡瓜,الكوسة,np
2672,cucumber,黄瓜,خيار,np
2673,French beans,法国豆,الفاصولياء الفرنسية,np
2674,ginger,生姜,زنجبيل,np
2675,leek,葱,شخص عادي,np
2676,lettuce,生菜,الخس,np
2677,mushroom,蘑菇,فطر,np
2678,peas,豌豆,بازيلاء,np
2679,potato,土豆,البطاطس,np
2680,pumpkin,南瓜,يقطين,np
2681,radish,萝卜,فجل,np
2682,rocket,火箭,صاروخ,np
2683,runner beans,亚军豆,الفاصوليا عداء,np
2684,swede,瑞典人,السويدي,np
2685,sweet potato,甘薯,بطاطا حلوة,np
2686,sweetcorn,甜玉米,ذرة حلوه,np
2687,tomato,番茄,طماطم,np
2688,turnip,芜菁,لفت نبات,np
2689,spinach,菠菜,سبانخ,np
2690,spring onion,葱,بصل الربيع,np
2691,squash,壁球,قرع,np
2692,clove of garlic,大蒜丁香,فص من الثوم,np
2693,stick of celery,芹菜棒,عصا من الكرفس,np
2694,canned foods,罐头食品,معلبات,np
2695,frozen foods,冷冻食品,أغذية مجمدة,np
2696,baked beans,烤豆,الفاصوليا المخبوزة,np
2697,corned beef,咸牛肉,لحم بقرى بالذرة,np
2698,kidney beans,芸豆,الفاصوليا,np
2699,tinned tomatoes,罐装西红柿,طماطم معلبة,np
2700,chips,芯片,رقائق,np
2701,fish fingers,鱼的手指,اصابع السمك,np
2702,frozen peas,冷冻豌豆,بازيلاء مجمدة,np
2703,frozen pizza,冷冻披萨,بيتزا مجمدة,np
2704,ice cream,冰淇淋,مثلجات,np
2705,Cooking ingredients,烹饪原料,مكونات الطبخ,np
2706,cooking oil,食用油,زيت الطهي,np
2707,stock cubes,股票的立方体,مكعبات مرقة,np
2708,tomato purée,番茄酱,معجون الطماطم,np
2709,Dairy products,乳制品,منتجات الألبان,np
2710,cream,奶油,كريم,np
2711,blue cheese,蓝乳酪,جبنة زرقاء,np
2712,cottage cheese,干酪,جبن,np
2713,goats cheese,山羊奶酪,جبن الماعز,np
2714,crème fraîche,鲜奶油,crème fraîche,np
2715,free range eggs,自由放养的鸡蛋,نطاق بيض مجاني,np
2716,margarine,人造黄油,سمن,np
2717,full-fat milk,全脂牛奶,حليب كامل الدسم,np
2718,semi-skimmed milk,半脱脂奶,حليب نصف دسم,np
2719,skimmed milk,脱脂奶,حليب منزوع الدسم,np
2720,sour cream,酸奶油,الكريمة الحامضة,np
2721,yogurt,酸奶,زبادي,np
2722,baguette,法国面包,الرغيف الفرنسي,np
2723,bread rolls,面包卷,لفات الخبز,np
2724,brown bread,褐色面包,خبز اسمر,np
2725,white bread,白面包,خبز ابيض,np
2726,garlic bread,大蒜面包,خبز بالثوم,np
2727,pitta bread,皮塔面包,خبز بيتا,np
2728,loaf of bread,一块面包,رغيف الخبز,np
2729,sliced loaf,切片面包,رغيف شرائح,np
2730,cake,蛋糕,كيكة,np
2731,Danish pastry,丹麦酥皮,المعجنات الدنماركية,np
2732,quiche,乳蛋饼,كيشي,np
2733,sponge cake,海绵蛋糕,كعكة إسفنجية,np
2734,baking powder,发酵粉,مسحوق الخبز,np
2735,plain flour,纯面粉,دقيق صافي,np
2736,self-raising flour,自发面粉,طحين ذاتي التخمير,np
2737,cornflour,棒子面,دقيق الذرة,np
2738,icing sugar,糖霜,مسحوق السكر,np
2739,pastry,糕点,معجنات,np
2740,yeast,酵母,خميرة,np
2741,dried apricots,杏干,مشمش مجفف,np
2742,prunes,梅干,الخوخ,np
2743,dates,日期,تواريخ,np
2744,raisins,葡萄干,زبيب,np
2745,sultanas,葡萄干,الكشمش,np
2746,breakfast cereal,早餐麦片,حبوب الإفطار,np
2747,cornflakes,玉米片,رقائق الذرة,np
2748,muesli,麦片,هذا المزيج,np
2749,porridge,稀饭,عصيدة,np
2750,pasta,意大利面,معكرونة,np
2751,pasta sauce,意大利面酱,صلصة المعكرونة,np
2752,pizza,比萨,بيتزا,np
2753,spaghetti,意大利面,معكرونة,np
2754,condiments and sauces,调味品和酱料,التوابل والصلصات,np
2755,mayonnaise,蛋黄酱,مايونيز,np
2756,vinaigrette,油醋汁,مثقبة,np
2757,Snacks,小吃,وجبات خفيفة,np
2758,biscuits,饼干,بسكويت,np
2759,chocolate,巧克力,شوكولاتة,np
2760,crisps,薯片,يجعد,np
2761,hummus,鹰嘴豆泥,الحمص,np
2762,nuts,坚果,جوز,np
2763,olives,橄榄,زيتون,np
2764,peanuts,花生,الفول السوداني,np
2765,sweets,甜食,الحلويات,np
2766,walnuts,核桃,عين الجمل,np
2767,Herbs,草药,أعشاب,np
2768,Spices,香料,توابل,np
2769,chilli powder,辣椒粉,مسحوق الفلفل الحار,np
2770,cinnamon,肉桂,قرفة,np
